title,year,forid,,,,
Knowledge wh and False Beliefs: Experimental Investigations.,2018,804,,,,
A Semantics for Degree Questions Based on Intervals: Negative Islands and Their Obviation.,2011,804,,,,
Making Counterfactual Assumptions.,2005,804,,,,
Indefiniteness and Specificity in Old Italian Texts.,2002,804,,,,
Proof Theoretic Semantics for Intensional Transitive Verbs.,2016,804,,,,
Presupposition Projection in Online Processing.,2017,804,,,,
On No.,1996,804,,,,
Schedules in a Temporal Interpretation of Modals.,2005,804,,,,
Assertions of Clarity & Raising Awareness.,2019,804,,,,
The Average American has 2.3 Children.,2002,804,,,,
Deciding upon the Relevancy of Intonational Features for the Marking of Focus: a Statistical Approach.,1991,804,,,,
"Generalized Quantifiers, Exception Phrases, and Logicality.",1996,804,,,,
Aspectual Coercion and Logical Polysemy.,1995,804,,,,
An Epistemic Step for Anti Presuppositions.,2008,804,,,,
Branching from Inertia Worlds.,2008,804,,,,
The Presuppositions of Soft Triggers are Obligatory Scalar Implicatures.,2015,804,,,,
On the Tonal Disambiguation of Focus Structures.,1991,804,,,,
"Were, Would, Might and a Compositional Account of Counterfactuals.",2007,804,,,,
Thought and Circumstance.,1988,804,,,,
A Note on Embedded Implicatures and Counterfactual Presuppositions.,2011,804,,,,
Description Types and Method of Conjoining as Factors Influencing Plural Anaphora: a Continuation Study of Focus.,1990,804,,,,
Division of Labor in the Interpretation of Declaratives and Interrogatives.,2017,804,,,,
Ambiguity and Idiosyncratic Interpretation.,1998,804,,,,
Coherence and Coreference Revisited.,2008,804,,,,
Restoring Indefinites to Normalcy: An Experimental Study on the Scope of Spanish algunos.,2007,804,,,,
Presupposition and Negation.,1988,804,,,,
Beyond Demonstratives: Direct Reference in Perceptually Grounded Descriptions.,2014,804,,,,
Bi Directional Optimality Theory: An Application of Game Theory.,2000,804,,,,
Lexical Disambiguation in a Discourse Context.,1995,804,,,,
Orientation in French Spatial Expressions: Formal Representations and Inferences.,1995,804,,,,
Ten Men and Women Got Married Today: Noun Coordination and the Intersective Theory of Conjunction.,2016,804,,,,
Dynamics and Pragmatics of 'Peirce's Puzzle'.,2001,804,,,,
How to End Without Ever Finishing: Thai Semi perfectivity.,2000,804,,,,
Tools and Explanations of Comparision   Part 1.,1988,804,,,,
Book Reviews.,1991,804,,,,
"Requantification, Underquantification and Partial Focus in Indefinites.",2015,804,,,,
Acquiring the meaning of free relative clauses and plural definite descriptions.,2012,804,,,,
Properties of It Cleft Presupposition.,1992,804,,,,
A Formal Semantic Analysis of Gesture.,2009,804,,,,
A Uniform Semantics for Declarative and Interrogative Complements.,2018,804,,,,
On the Generic Use of Indefinite Singulars.,2001,804,,,,
What with? The Anatomy of a (Proto) Role.,2008,804,,,,
Focus Ambiguities.,1991,804,,,,
"Evidentiality in Bulgarian: Temporality, Epistemic Modality, and Information Source.",2013,804,,,,
Book Review.,1997,804,,,,
Evidence for Single Type Semantics   An Alternative To |$e$|/|$t$| Based Dual Type Semantics.,2018,804,,,,
On Shared Indefinite NPs in Coordinative Structures.,2001,804,,,,
"Coherence Relations, Ellipsis and Contrastive Topics.",2004,804,,,,
Predicate Induced Permutation Groups.,2012,804,,,,
Focus Particles and Embedded Exhaustification.,2013,804,,,,
An Experimental Investigation of the Scope of Object Comparative Quantifier Phrases.,2019,804,,,,
Negative Features on Negative Indefinites: Evidence from Split Scope.,2012,804,,,,
The Semantics and Pragmatics of Presupposition.,1998,804,,,,
Making Progressives: Necessary Conditions are Sufficient.,2014,804,,,,
Guest Editors' Preface.,2012,804,,,,
Q Adjectives and the Semantics of Quantity.,2015,804,,,,
Modality: The Three layered Scalar Square.,1996,804,,,,
Wird Schon Stimmen! A Degree Operator Analysis of Schon.,2018,804,,,,
"Dealing with Ambiguities by Underspecification: Construction, Representation and Deduction.",1993,804,,,,
Trying to be Progressive: the Extensionality of Try.,2003,804,,,,
Reports of Specific Indefinites.,2013,804,,,,
Incompatibility in context: A diagnosis of correction.,2004,804,,,,
Control Issues in Anaphor Resolution.,1990,804,,,,
The Cognitive Resolution of Anaphoric Noun References.,1990,804,,,,
Scalar Diversity.,2016,804,,,,
Processing Presupposed Content.,2007,804,,,,
The control of attributional patterns by the focusing properties of quantifying expressions.,1990,804,,,,
Book Review.,1993,804,,,,
Using Statistics for Cross linguistic Semantics: A Quantitative Investigation of the Typology of Colour Naming Systems.,2012,804,,,,
Proper Names and Indexicals Trigger Rigid Presuppositions.,2009,804,,,,
Embedded Scalars and Typicality.,2014,804,,,,
World Variable Binding and Beta Binding.,2011,804,,,,
Editor's Note.,2005,804,,,,
The Psychological Reality of Classical Quantifier Entailment Properties.,2007,804,,,,
The Formal Semantics of Clitic Doubling.,1999,804,,,,
Vectors as Relative Positions: A Compositional Semantics of Modified PPs1.,1997,804,,,,
Vagueness in Implicature: The Case of Modified Adjectives.,2019,804,,,,
Free Choice Counterfactual Donkeys.,2006,804,,,,
Semantics of DP Islands: The Case of Questions.,2016,804,,,,
Semi productive Polysemy and Sense Extension.,1995,804,,,,
Constraints on Donkey Pronouns.,2015,804,,,,
Focus and Presupposition.,1991,804,,,,
On Scope Relations between Quantifiers and Epistemic Modals.,2010,804,,,,
Conservativity and Learnability of Determiners.,2013,804,,,,
The Semantic and Syntactic Decomposition of get : An Interaction Between Verb Meaning and Particle Placement.,2005,804,,,,
In Situ Interpretation without Type Mismatches.,2016,804,,,,
Presuppositional Indexicals.,2013,804,,,,
Syntax and Semantics of It Clefts: A Tree Adjoining Grammar Analysis.,2008,804,,,,
'Quantifying' Superlatives and Homo Sapiens.,1998,804,,,,
The Conceptual Inactiveness of Implicit Arguments: Evidence from Particle Verbs and Object Categorization.,2003,804,,,,
Covaluation and Unexpected BT Effects.,2011,804,,,,
Comparative Quantifiers and Negation: Implications for Scope Economy.,2015,804,,,,
Focus and the Levels of Language System.,1991,804,,,,
Intonational Focusing and Dialogue Games.,1991,804,,,,
Composing Criteria of Individuation in Copredication.,2017,804,,,,
Modality and Temporality.,2005,804,,,,
The Intergressive as a New Category of Verbal Aktionsart.,1995,804,,,,
Reanalyzing the Complement Coercion Effect through a Generalized Lexical Semantics for Aspectual Verbs.,2016,804,,,,
Strengthening Conditional Presuppositions.,2007,804,,,,
Diagnosing Modality in Predictive Expressions.,2014,804,,,,
Surface Composition as Bridging.,2001,804,,,,
Editor's Note.,2006,804,,,,
There and Back Again: A Semantic Analysis.,2005,804,,,,
"The Semantics of Non Boolean ""And"".",1988,804,,,,
'Continuity' within Three Scalar Models: The Polysemy of Adverbial Still.,1993,804,,,,
"Only' Noun Phrases, Pseudo Negative Generalized Quantifiers, Negative Polarity Items, and Monotonicity+.",1996,804,,,,
Book Reviews.,1990,804,,,,
Script Knowledge and the Felicity of Phase Particles in German Adjectival Passives.,2018,804,,,,
A Psycholinguistic Study of the Exhaustive Readings of Embedded Questions.,2016,804,,,,
"Tense, Temporal Reference, and Tense Logic.",1994,804,,,,
A Typology of Multidimensional Adjectives.,2013,804,,,,
Concord and Doubling Phenomena: an Introduction.,2012,804,,,,
Experimental Evidence for Embedded Scalar Implicatures.,2011,804,,,,
Measurement and Interadjective Comparisons.,2011,804,,,,
Existence Presuppositions and Background Knowledge.,1993,804,,,,
Against Grammatical Computation of Scalar Implicatures.,2006,804,,,,
Buoyancy and Strength.,2000,804,,,,
"Reflexives, Reciprocals and Contrast.",2014,804,,,,
Comparative Logic as an Approach to Comparison in Natural Language.,1999,804,,,,
How Projective is Projective Content? Gradience in Projectivity and At issueness.,2018,804,,,,
A Simplified Theory of Boolean Semantic Types.,1992,804,,,,
A Generalised Framework for Modelling Granularity.,2017,804,,,,
The Asymmetry of Optimality Theoretic Syntax and Semantics.,2000,804,,,,
Reciprocals Distribute over Information States.,2013,804,,,,
Predicates of Relevance and Theories of Question Embedding.,2017,804,,,,
Intervention Effects and Additivity.,2014,804,,,,
Introduction: Lexical Semantics in Context.,1995,804,,,,
At issue Proposals and Appositive Impositions in Discourse.,2015,804,,,,
"Nonreferential Complements, Nominalizations, and Derived Objects.",2004,804,,,,
Toward a Useful Concept of Causality for Lexical Semantics.,2005,804,,,,
Primary Perceptual Space and Inherent Proportion Schema: Two Interacting Categorization Grids Underlying the Conceptualization of Spatial Objects.,1990,804,,,,
Some Remarks on Focus Adverbs.,1991,804,,,,
Modified Numerals as Post Suppositions.,2013,804,,,,
Aspect in English: A Bulgarian Perspective.,2001,804,,,,
Book Review.,1995,804,,,,
Measure Phrase Equatives and Modified Numerals.,2015,804,,,,
No Delay for Some Inferences.,2017,804,,,,
Editorial Introduction.,1992,804,,,,
Contrast in Discourse: Guest Editors' Introduction.,2004,804,,,,
Hurford Conditionals.,2018,804,,,,
Quantification and ACD: What is the Evidence from Real Time Processing Evidence for? A Response to Hackl et al. (2012).,2014,804,,,,
What Autism Can Reveal About Every ... not Sentences.,2007,804,,,,
"Negative Adverbials, Prototypical Negation and the De Morgan Taxonomy.",1997,804,,,,
Empty Set Effects in Quantifier Interpretation.,2019,804,,,,
"Agreement, Disputes and Commitments in Dialogue.",2009,804,,,,
Specificity and Definiteness in Sentence and Discourse Structure.,2002,804,,,,
Sensitivity to NP Type: Processing Subject Object Ambiguities in Dutch.,1998,804,,,,
On the Semantics of Comparative Correlatives in Mandarin Chinese.,2007,804,,,,
Restrictions on Dative Cliticization in French Causatives.,1988,804,,,,
On the Meaning of Only.,2008,804,,,,
More on Scope Illusions.,2010,804,,,,
Exclusive Particles in Ga (Kwa).,2017,804,,,,
Projecting Possibilities in the Nominal Domain: Spanish Uno Cualquiera.,2018,804,,,,
Clarifying Noun Phrase Semantics.,2004,804,,,,
Branching Quantification v. Two way Quantification.,2009,804,,,,
Conjunction Meets Negation: A Study in Crosslinguistic Variation.,2004,804,,,,
Lexical Rules As Hypotheses Generators.,1998,804,,,,
Degreeless Comparatives: The Semantics of Differential Verbal Comparatives in Mandarin Chinese.,2015,804,,,,
Quantificational Variability Effects with Plural Definites: Quantification over Individuals or Situations?,2010,804,,,,
Directionality in Discourse: Prominence Differences in Subordination Relations1.,1996,804,,,,
Modal Entailments.,2011,804,,,,
Anaphora and Semantic Innocence.,2010,804,,,,
Editor's Note.,2008,804,,,,
"Topic/Comment, Presupposition, Logical Form and Focus Stress Implicatures: The Case of Focal Particles only and also.",1991,804,,,,
Dynamic Generalized Quantifiers and Existential Sentences in Natural Languages.,1993,804,,,,
Gradable Possibility and Epistemic Comparison.,2019,804,,,,
Mental Models as Contexts for Interpreting Texts: Implications from Studies of Anaphora.,1990,804,,,,
What's in two names?,2005,804,,,,
"Discourse parallelism, ellipsis, and ambiguity.",2001,804,,,,
The Importance of Being 'Only': Testing the Neo Gricean Versus Neo Entailment Paradigms.,1993,804,,,,
"Normal Objects, Normal Worlds and the Meaning of Generic Sentences.",1999,804,,,,
Ignorance and Inference: Do Problems with Gricean Epistemic Reasoning Explain Children's Difficulty with Scalar Implicature?,2016,804,,,,
Quasi assertion.,1991,804,,,,
"A Computational Account of Syntactic, Semantic and Discourse Principles for Anaphora Resolution.",1988,804,,,,
Ellipsis and the Structure of Discourse.,2004,804,,,,
On the Temporal Interpretation of Present Participles in German.,2015,804,,,,
Embedded Exhaustification: Evidence from Almost.,2017,804,,,,
The Different Readings of Wieder 'Again': A Structural Account.,1996,804,,,,
The Progressive and Verbs of Creation.,2016,804,,,,
"Superlatives, NPIs and Most.",2010,804,,,,
Book Review.,1988,804,,,,
Permission Sentences Stand in the Way of Boolean and Other Lattice Theoretic Semantices.,1992,804,,,,
Do Verbs Act as Implicit Quantifiers?,1994,804,,,,
The Semantics of the Italian Double Plural.,1995,804,,,,
Presupposition Projection and the Semantics of Attitude Verbs.,1992,804,,,,
"Dialogue Acts, Synchronizing Units, and Anaphora Resolution.",2000,804,,,,
"Anaphora, Agreement, and Right Dislocations in Greek.",1994,804,,,,
ASL Loci: Variables or Features?,2016,804,,,,
"Minimizers, Maximizers and the Rhetoric of Scalar Reasoning.",2001,804,,,,
"Intransitive Accomplishments and the Lexicon: The Role of Implicit Arguments, Definiteness, and Reflexivity in Aspectual Composition.",2002,804,,,,
So Be It: The Discourse Semantic Roles of So and It.,1992,804,,,,
The Implications of Managing.,2016,804,,,,
Book Reviews.,1991,804,,,,
What's New? A Semantic Perspective on Sentence Accent.,1994,804,,,,
Discussion Note: Bad News for Anyone?   A Reply to Abbott.,2002,804,,,,
Book Review.,1988,804,,,,
Book Reviews.,1990,804,,,,
Lucinda Driving Too Fast Again   The Scalar Properties of Ambiguous Than Clauses.,2013,804,,,,
Belief Sentences and Compositionality. Notional Part.,2019,804,,,,
"Spatial Prepositions, Object Specific Function, and Task Requirements.",1994,804,,,,
"Indefinites, Dependent Plurality, and the Viability Requirement on Scalar Alternatives.",2013,804,,,,
Generic Comparisons.,2010,804,,,,
Judge Dependence in Degree Constructions.,2017,804,,,,
The Composition of Complex Cardinals.,2006,804,,,,
A Scalar Analysis of Again Ambiguities.,2015,804,,,,
The Processing Consequences of the Imperfective Paradox.,2007,804,,,,
